"schedtime","carrier","deptime","dest","distance","date","flightnumber","origin","weather","dayweek","daymonth","tailnu","delay","delay_cat","dep_hour"
1030,"DL",1029,"LGA",214,"1/20/2004",1748,"DCA",0,"Tue",20,"N225DL","ontime","On time",10
1130,"DL",1129,"LGA",214,"1/20/2004",1750,"DCA",0,"Tue",20,"N231DN","ontime","On time",11
1230,"DL",1227,"LGA",214,"1/20/2004",1752,"DCA",0,"Tue",20,"N224DA","ontime","On time",12
1330,"DL",1329,"LGA",214,"1/20/2004",1754,"DCA",0,"Tue",20,"N223DZ","ontime","On time",13
1430,"DL",1430,"LGA",214,"1/20/2004",1756,"DCA",0,"Tue",20,"N225DL","ontime","On time",14
1530,"DL",1531,"LGA",214,"1/20/2004",1758,"DCA",0,"Tue",20,"N231DN","ontime","On time",15
1630,"DL",1717,"LGA",214,"1/20/2004",1760,"DCA",0,"Tue",20,"N223DZ","delayed","On time",17
1730,"DL",1731,"LGA",214,"1/20/2004",1762,"DCA",0,"Tue",20,"N224DA","ontime","On time",17
1830,"DL",1831,"LGA",214,"1/20/2004",1764,"DCA",0,"Tue",20,"N242DL","ontime","On time",18
1930,"DL",1930,"LGA",214,"1/20/2004",1766,"DCA",0,"Tue",20,"N231DN","ontime","On time",19
2030,"DL",2029,"LGA",214,"1/20/2004",1768,"DCA",0,"Tue",20,"N223DZ","ontime","On time",20
1530,"MQ",1522,"JFK",213,"1/20/2004",4752,"DCA",0,"Tue",20,"N805MQ","ontime","On time",15
600,"MQ",548,"JFK",213,"1/20/2004",4760,"DCA",0,"Tue",20,"N721MQ","ontime","On time",5
1830,"MQ",1823,"JFK",213,"1/20/2004",4784,"DCA",0,"Tue",20,"N721MQ","ontime","On time",18
700,"MQ",653,"LGA",214,"1/20/2004",4952,"DCA",0,"Tue",20,"N735MQ","ontime","On time",6
800,"MQ",759,"LGA",214,"1/20/2004",4954,"DCA",0,"Tue",20,"N729MQ","ontime","On time",7
900,"MQ",850,"LGA",214,"1/20/2004",4956,"DCA",0,"Tue",20,"N712MQ","ontime","On time",8
1100,"MQ",1057,"LGA",214,"1/20/2004",4960,"DCA",0,"Tue",20,"N727MQ","ontime","On time",10
1300,"MQ",1255,"LGA",214,"1/20/2004",4964,"DCA",0,"Tue",20,"N712MQ","ontime","On time",12
1400,"MQ",1350,"LGA",214,"1/20/2004",4966,"DCA",0,"Tue",20,"N701MQ","ontime","On time",13
1500,"MQ",1458,"LGA",214,"1/20/2004",4968,"DCA",0,"Tue",20,"N721MQ","ontime","On time",14
1600,"MQ",1551,"LGA",214,"1/20/2004",4970,"DCA",0,"Tue",20,"N702MQ","ontime","On time",15
1900,"MQ",2004,"LGA",214,"1/20/2004",4976,"DCA",0,"Tue",20,"N713MQ","delayed","On time",20
850,"UA",844,"LGA",229,"1/20/2004",846,"IAD",0,"Tue",20,"N556UA","ontime","On time",8
630,"US",626,"LGA",214,"1/20/2004",1479,"DCA",0,"Tue",20,"N769UW","ontime","On time",6
700,"US",658,"LGA",214,"1/20/2004",2160,"DCA",0,"Tue",20,"N705UW","ontime","On time",6
800,"US",758,"LGA",214,"1/20/2004",2162,"DCA",0,"Tue",20,"N744UW","ontime","On time",7
900,"US",859,"LGA",214,"1/20/2004",2164,"DCA",0,"Tue",20,"N722UW","ontime","On time",8
1000,"US",957,"LGA",214,"1/20/2004",2166,"DCA",0,"Tue",20,"N749UW","ontime","On time",9
1100,"US",1055,"LGA",214,"1/20/2004",2168,"DCA",0,"Tue",20,"N705UW","ontime","On time",10
1200,"US",1156,"LGA",214,"1/20/2004",2170,"DCA",0,"Tue",20,"N744UW","ontime","On time",11
1300,"US",1258,"LGA",214,"1/20/2004",2172,"DCA",0,"Tue",20,"N722UW","ontime","On time",12
1400,"US",1357,"LGA",214,"1/20/2004",2174,"DCA",0,"Tue",20,"N749UW","ontime","On time",13
1500,"US",1456,"LGA",214,"1/20/2004",2176,"DCA",0,"Tue",20,"N725UW","ontime","On time",14
1600,"US",1554,"LGA",214,"1/20/2004",2178,"DCA",0,"Tue",20,"N744UW","ontime","On time",15
1700,"US",1657,"LGA",214,"1/20/2004",2180,"DCA",0,"Tue",20,"N722UW","ontime","On time",16
1800,"US",1758,"LGA",214,"1/20/2004",2182,"DCA",0,"Tue",20,"N749UW","ontime","On time",17
1900,"US",1858,"LGA",214,"1/20/2004",2184,"DCA",0,"Tue",20,"N725UW","ontime","On time",18
2000,"US",1957,"LGA",214,"1/20/2004",2186,"DCA",0,"Tue",20,"N744UW","ontime","On time",19
2100,"US",2057,"LGA",214,"1/20/2004",2188,"DCA",0,"Tue",20,"N722UW","ontime","On time",20
1455,"RU",1453,"EWR",169,"1/20/2004",2403,"BWI",0,"Tue",20,"N15983","ontime","On time",14
1030,"RU",1027,"EWR",169,"1/20/2004",2303,"BWI",0,"Tue",20,"N14920","ontime","On time",10
1720,"RU",1723,"EWR",169,"1/20/2004",3372,"BWI",0,"Tue",20,"N12921","delayed","On time",17
700,"RU",655,"EWR",169,"1/20/2004",2703,"BWI",0,"Tue",20,"N13566","ontime","On time",6
1900,"CO",1856,"EWR",199,"1/20/2004",816,"DCA",0,"Tue",20,"N14655","ontime","On time",18
1730,"CO",1723,"EWR",199,"1/20/2004",814,"DCA",0,"Tue",20,"N47332","ontime","On time",17
1300,"CO",1250,"EWR",199,"1/20/2004",808,"DCA",0,"Tue",20,"N16607","ontime","On time",12
735,"CO",729,"EWR",199,"1/20/2004",806,"DCA",0,"Tue",20,"N14628","ontime","On time",7
840,"DH",835,"EWR",213,"1/20/2004",7299,"IAD",0,"Tue",20,"N637BR","ontime","On time",8
1710,"DH",1700,"EWR",213,"1/20/2004",7302,"IAD",0,"Tue",20,"N638BR","ontime","On time",17
1245,"DH",1236,"EWR",213,"1/20/2004",7303,"IAD",0,"Tue",20,"N638BR","ontime","On time",12
2120,"DH",2113,"EWR",213,"1/20/2004",7304,"IAD",0,"Tue",20,"N663BR","ontime","On time",21
630,"DH",625,"EWR",213,"1/20/2004",7305,"IAD",0,"Tue",20,"N311UE","ontime","On time",6
1430,"DH",1426,"EWR",213,"1/20/2004",7307,"IAD",0,"Tue",20,"N332UE","ontime","On time",14
1630,"RU",1624,"EWR",199,"1/20/2004",2181,"DCA",0,"Tue",20,"N15555","ontime","On time",16
2100,"RU",2052,"EWR",199,"1/20/2004",2879,"DCA",0,"Tue",20,"N14562","ontime","On time",20
1359,"RU",1357,"EWR",199,"1/20/2004",2216,"DCA",0,"Tue",20,"N14920","ontime","On time",13
1700,"RU",1650,"EWR",213,"1/20/2004",2497,"IAD",0,"Tue",20,"N16951","ontime","On time",16
645,"RU",638,"EWR",199,"1/20/2004",2761,"DCA",0,"Tue",20,"N26141","ontime","On time",6
1900,"RU",1855,"EWR",213,"1/20/2004",2385,"IAD",0,"Tue",20,"N26141","ontime","On time",18
900,"RU",859,"EWR",199,"1/20/2004",2582,"DCA",0,"Tue",20,"N14543","ontime","On time",8
1300,"RU",1255,"EWR",213,"1/20/2004",2367,"IAD",0,"Tue",20,"N15555","ontime","On time",12
1525,"RU",1555,"EWR",199,"1/20/2004",2261,"DCA",0,"Tue",20,"N11539","delayed","On time",15
1500,"RU",1456,"EWR",213,"1/20/2004",2156,"IAD",0,"Tue",20,"N17146","ontime","On time",14
700,"RU",708,"EWR",213,"1/20/2004",2855,"IAD",0,"Tue",20,"N28518","delayed","On time",7
1455,"OH",1455,"JFK",184,"1/21/2004",5935,"BWI",0,"Wed",21,"N804CA","ontime","On time",14
1245,"DH",1239,"LGA",229,"1/21/2004",7208,"IAD",0,"Wed",21,"N705BR","ontime","On time",12
1455,"DH",1448,"LGA",229,"1/21/2004",7211,"IAD",0,"Wed",21,"N687BR","ontime","On time",14
1715,"DH",1714,"LGA",229,"1/21/2004",7215,"IAD",0,"Wed",21,"N705BR","ontime","On time",17
2120,"DH",2220,"LGA",229,"1/21/2004",7684,"IAD",0,"Wed",21,"N698BR","delayed","On time",22
640,"DH",702,"LGA",229,"1/21/2004",7790,"IAD",0,"Wed",21,"N688BR","delayed","On time",7
1040,"DH",1032,"LGA",229,"1/21/2004",7792,"IAD",0,"Wed",21,"N687BR","ontime","On time",10
840,"DH",836,"JFK",228,"1/21/2004",7800,"IAD",0,"Wed",21,"N637BR","ontime","On time",8
1240,"DH",1237,"JFK",228,"1/21/2004",7806,"IAD",0,"Wed",21,"N656BR","ontime","On time",12
1455,"DH",1504,"JFK",228,"1/21/2004",7808,"IAD",0,"Wed",21,"N301UE","ontime","On time",15
1645,"DH",1639,"JFK",228,"1/21/2004",7810,"IAD",0,"Wed",21,"N308UE","ontime","On time",16
1715,"DH",1710,"JFK",228,"1/21/2004",7812,"IAD",0,"Wed",21,"N333UE","ontime","On time",17
2120,"DH",2118,"JFK",228,"1/21/2004",7814,"IAD",0,"Wed",21,"N688BR","ontime","On time",21
1610,"DH",1603,"JFK",228,"1/21/2004",7816,"IAD",0,"Wed",21,"N321UE","ontime","On time",16
1455,"DL",1456,"JFK",213,"1/21/2004",746,"DCA",0,"Wed",21,"N938DL","ontime","On time",14
630,"DL",630,"LGA",214,"1/21/2004",1740,"DCA",0,"Wed",21,"N242DL","ontime","On time",6
730,"DL",730,"LGA",214,"1/21/2004",1742,"DCA",0,"Wed",21,"N224DA","ontime","On time",7
830,"DL",831,"LGA",214,"1/21/2004",1744,"DCA",0,"Wed",21,"N231DN","ontime","On time",8
930,"DL",931,"LGA",214,"1/21/2004",1746,"DCA",0,"Wed",21,"N221DL","ontime","On time",9
1030,"DL",1031,"LGA",214,"1/21/2004",1748,"DCA",0,"Wed",21,"N242DL","ontime","On time",10
1130,"DL",1131,"LGA",214,"1/21/2004",1750,"DCA",0,"Wed",21,"N224DA","ontime","On time",11
1230,"DL",1230,"LGA",214,"1/21/2004",1752,"DCA",0,"Wed",21,"N3734B","ontime","On time",12
1330,"DL",1332,"LGA",214,"1/21/2004",1754,"DCA",0,"Wed",21,"N221DL","ontime","On time",13
1430,"DL",1431,"LGA",214,"1/21/2004",1756,"DCA",0,"Wed",21,"N242DL","ontime","On time",14
1530,"DL",1530,"LGA",214,"1/21/2004",1758,"DCA",0,"Wed",21,"N231DN","ontime","On time",15
1630,"DL",1632,"LGA",214,"1/21/2004",1760,"DCA",0,"Wed",21,"N3734B","delayed","On time",16
1730,"DL",1730,"LGA",214,"1/21/2004",1762,"DCA",0,"Wed",21,"N221DL","ontime","On time",17
1830,"DL",1828,"LGA",214,"1/21/2004",1764,"DCA",0,"Wed",21,"N242DL","ontime","On time",18
1930,"DL",1928,"LGA",214,"1/21/2004",1766,"DCA",0,"Wed",21,"N231DN","ontime","On time",19
2030,"DL",2032,"LGA",214,"1/21/2004",1768,"DCA",0,"Wed",21,"N225DL","ontime","On time",20
1530,"MQ",1525,"JFK",213,"1/21/2004",4752,"DCA",0,"Wed",21,"N732MQ","ontime","On time",15
600,"MQ",555,"JFK",213,"1/21/2004",4760,"DCA",0,"Wed",21,"N709MQ","ontime","On time",5
1830,"MQ",1830,"JFK",213,"1/21/2004",4784,"DCA",0,"Wed",21,"N719MQ","ontime","On time",18
700,"MQ",652,"LGA",214,"1/21/2004",4952,"DCA",0,"Wed",21,"N704MQ","ontime","On time",6
800,"MQ",753,"LGA",214,"1/21/2004",4954,"DCA",0,"Wed",21,"N716MQ","ontime","On time",7
900,"MQ",857,"LGA",214,"1/21/2004",4956,"DCA",0,"Wed",21,"N730MQ","ontime","On time",8
1100,"MQ",1050,"LGA",214,"1/21/2004",4960,"DCA",0,"Wed",21,"N704MQ","ontime","On time",10
1300,"MQ",1252,"LGA",214,"1/21/2004",4964,"DCA",0,"Wed",21,"N716MQ","ontime","On time",12
1400,"MQ",1349,"LGA",214,"1/21/2004",4966,"DCA",0,"Wed",21,"N717MQ","ontime","On time",13
1500,"MQ",1452,"LGA",214,"1/21/2004",4968,"DCA",0,"Wed",21,"N719MQ","ontime","On time",14
1600,"MQ",1556,"LGA",214,"1/21/2004",4970,"DCA",0,"Wed",21,"N720MQ","ontime","On time",15
1700,"MQ",1653,"LGA",214,"1/21/2004",4972,"DCA",0,"Wed",21,"N713MQ","ontime","On time",16
1900,"MQ",1853,"LGA",214,"1/21/2004",4976,"DCA",0,"Wed",21,"N723MQ","ontime","On time",18
850,"UA",846,"LGA",229,"1/21/2004",846,"IAD",0,"Wed",21,"N563UA","ontime","On time",8
630,"US",627,"LGA",214,"1/21/2004",1479,"DCA",0,"Wed",21,"N730UW","ontime","On time",6
700,"US",659,"LGA",214,"1/21/2004",2160,"DCA",0,"Wed",21,"N713UW","ontime","On time",6
800,"US",759,"LGA",214,"1/21/2004",2162,"DCA",0,"Wed",21,"N741UW","ontime","On time",7
900,"US",855,"LGA",214,"1/21/2004",2164,"DCA",0,"Wed",21,"N766UW","ontime","On time",8
1000,"US",956,"LGA",214,"1/21/2004",2166,"DCA",0,"Wed",21,"N722UW","ontime","On time",9
1100,"US",1056,"LGA",214,"1/21/2004",2168,"DCA",0,"Wed",21,"N713UW","ontime","On time",10
1200,"US",1155,"LGA",214,"1/21/2004",2170,"DCA",0,"Wed",21,"N741UW","ontime","On time",11
1300,"US",1255,"LGA",214,"1/21/2004",2172,"DCA",0,"Wed",21,"N766UW","ontime","On time",12
1400,"US",1357,"LGA",214,"1/21/2004",2174,"DCA",0,"Wed",21,"N722UW","ontime","On time",13
1500,"US",1456,"LGA",214,"1/21/2004",2176,"DCA",0,"Wed",21,"N713UW","ontime","On time",14
1600,"US",1558,"LGA",214,"1/21/2004",2178,"DCA",0,"Wed",21,"N741UW","ontime","On time",15
1700,"US",1658,"LGA",214,"1/21/2004",2180,"DCA",0,"Wed",21,"N744UW","ontime","On time",16
1800,"US",1803,"LGA",214,"1/21/2004",2182,"DCA",0,"Wed",21,"N722UW","ontime","On time",18
1900,"US",1859,"LGA",214,"1/21/2004",2184,"DCA",0,"Wed",21,"N713UW","ontime","On time",18
2000,"US",1956,"LGA",214,"1/21/2004",2186,"DCA",0,"Wed",21,"N741UW","ontime","On time",19
2100,"US",2058,"LGA",214,"1/21/2004",2188,"DCA",0,"Wed",21,"N716UW","ontime","On time",20
700,"RU",658,"EWR",169,"1/21/2004",2703,"BWI",0,"Wed",21,"N14902","ontime","On time",6
1455,"RU",1452,"EWR",169,"1/21/2004",2403,"BWI",0,"Wed",21,"N14950","ontime","On time",14
1720,"RU",1726,"EWR",169,"1/21/2004",3372,"BWI",0,"Wed",21,"N14568","delayed","On time",17
1030,"RU",1028,"EWR",169,"1/21/2004",2303,"BWI",0,"Wed",21,"N12946","ontime","On time",10
1730,"CO",1727,"EWR",199,"1/21/2004",814,"DCA",0,"Wed",21,"N12327","delayed","On time",17
1900,"CO",1858,"EWR",199,"1/21/2004",816,"DCA",0,"Wed",21,"N14601","ontime","On time",18
1300,"CO",1256,"EWR",199,"1/21/2004",808,"DCA",0,"Wed",21,"N16646","ontime","On time",12
735,"CO",728,"EWR",199,"1/21/2004",806,"DCA",0,"Wed",21,"N62631","ontime","On time",7
840,"DH",859,"EWR",213,"1/21/2004",7299,"IAD",0,"Wed",21,"N311UE","ontime","On time",8
1710,"DH",1702,"EWR",213,"1/21/2004",7302,"IAD",0,"Wed",21,"N694BR","delayed","On time",17
1245,"DH",1235,"EWR",213,"1/21/2004",7303,"IAD",0,"Wed",21,"N694BR","ontime","On time",12
2120,"DH",2145,"EWR",213,"1/21/2004",7304,"IAD",0,"Wed",21,"N709BR","ontime","On time",21
630,"DH",627,"EWR",213,"1/21/2004",7305,"IAD",0,"Wed",21,"N332UE","ontime","On time",6
1430,"DH",1424,"EWR",213,"1/21/2004",7307,"IAD",0,"Wed",21,"N332UE","ontime","On time",14
645,"RU",643,"EWR",199,"1/21/2004",2761,"DCA",0,"Wed",21,"N18102","ontime","On time",6
1500,"RU",1455,"EWR",213,"1/21/2004",2156,"IAD",0,"Wed",21,"N16147","delayed","On time",14
2100,"RU",2054,"EWR",199,"1/21/2004",2879,"DCA",0,"Wed",21,"N13969","ontime","On time",20
1630,"RU",1648,"EWR",199,"1/21/2004",2181,"DCA",0,"Wed",21,"N36915","delayed","On time",16
1900,"RU",1857,"EWR",213,"1/21/2004",2385,"IAD",0,"Wed",21,"N26141","ontime","On time",18
1525,"RU",1520,"EWR",199,"1/21/2004",2261,"DCA",0,"Wed",21,"N14974","delayed","On time",15
700,"RU",659,"EWR",213,"1/21/2004",2855,"IAD",0,"Wed",21,"N18556","ontime","On time",6
1359,"RU",1356,"EWR",199,"1/21/2004",2216,"DCA",0,"Wed",21,"N12946","ontime","On time",13
1700,"RU",1654,"EWR",213,"1/21/2004",2497,"IAD",0,"Wed",21,"N13903","ontime","On time",16
1300,"RU",1251,"EWR",213,"1/21/2004",2367,"IAD",0,"Wed",21,"N36915","ontime","On time",12
900,"RU",858,"EWR",199,"1/21/2004",2582,"DCA",0,"Wed",21,"N16951","ontime","On time",8
1455,"OH",1540,"JFK",184,"1/22/2004",5935,"BWI",0,"Thu",22,"N949CA","delayed","On time",15
1640,"DH",1641,"JFK",213,"1/22/2004",6155,"DCA",0,"Thu",22,"N415FJ","ontime","On time",16
1245,"DH",1324,"LGA",229,"1/22/2004",7208,"IAD",0,"Thu",22,"N705BR","delayed","On time",13
1455,"DH",1540,"LGA",229,"1/22/2004",7211,"IAD",0,"Thu",22,"N624BR","delayed","On time",15
1715,"DH",1715,"LGA",229,"1/22/2004",7215,"IAD",0,"Thu",22,"N653BR","ontime","On time",17
2120,"DH",2114,"LGA",229,"1/22/2004",7684,"IAD",0,"Thu",22,"N692BR","ontime","On time",21
640,"DH",642,"LGA",229,"1/22/2004",7790,"IAD",0,"Thu",22,"N675BR","ontime","On time",6
1040,"DH",1034,"LGA",229,"1/22/2004",7792,"IAD",0,"Thu",22,"N623BR","ontime","On time",10
840,"DH",830,"JFK",228,"1/22/2004",7800,"IAD",0,"Thu",22,"N698BR","ontime","On time",8
1240,"DH",1237,"JFK",228,"1/22/2004",7806,"IAD",0,"Thu",22,"N631BR","ontime","On time",12
1455,"DH",1455,"JFK",228,"1/22/2004",7808,"IAD",0,"Thu",22,"N320UE","ontime","On time",14
1645,"DH",1642,"JFK",228,"1/22/2004",7810,"IAD",0,"Thu",22,"N309UE","ontime","On time",16
1715,"DH",1707,"JFK",228,"1/22/2004",7812,"IAD",0,"Thu",22,"N301UE","ontime","On time",17
2120,"DH",2116,"JFK",228,"1/22/2004",7814,"IAD",0,"Thu",22,"N657BR","ontime","On time",21
1610,"DH",1607,"JFK",228,"1/22/2004",7816,"IAD",0,"Thu",22,"N324UE","ontime","On time",16
1455,"DL",1458,"JFK",213,"1/22/2004",746,"DCA",0,"Thu",22,"N986DL","ontime","On time",14
630,"DL",629,"LGA",214,"1/22/2004",1740,"DCA",0,"Thu",22,"N242DL","ontime","On time",6
730,"DL",729,"LGA",214,"1/22/2004",1742,"DCA",0,"Thu",22,"N221DL","ontime","On time",7
830,"DL",831,"LGA",214,"1/22/2004",1744,"DCA",0,"Thu",22,"N231DN","ontime","On time",8
930,"DL",928,"LGA",214,"1/22/2004",1746,"DCA",0,"Thu",22,"N223DZ","ontime","On time",9
1030,"DL",1030,"LGA",214,"1/22/2004",1748,"DCA",0,"Thu",22,"N232DZ","ontime","On time",10
1130,"DL",1129,"LGA",214,"1/22/2004",1750,"DCA",0,"Thu",22,"N221DL","ontime","On time",11
1230,"DL",1231,"LGA",214,"1/22/2004",1752,"DCA",0,"Thu",22,"N231DN","ontime","On time",12
1330,"DL",1331,"LGA",214,"1/22/2004",1754,"DCA",0,"Thu",22,"N223DZ","ontime","On time",13
1430,"DL",1429,"LGA",214,"1/22/2004",1756,"DCA",0,"Thu",22,"N232DZ","delayed","On time",14
1530,"DL",1530,"LGA",214,"1/22/2004",1758,"DCA",0,"Thu",22,"N221DL","ontime","On time",15
1630,"DL",1633,"LGA",214,"1/22/2004",1760,"DCA",0,"Thu",22,"N3734B","delayed","On time",16
1730,"DL",1731,"LGA",214,"1/22/2004",1762,"DCA",0,"Thu",22,"N231DN","delayed","On time",17
1830,"DL",1831,"LGA",214,"1/22/2004",1764,"DCA",0,"Thu",22,"N232DZ","ontime","On time",18
1930,"DL",1928,"LGA",214,"1/22/2004",1766,"DCA",0,"Thu",22,"N221DL","ontime","On time",19
2030,"DL",2033,"LGA",214,"1/22/2004",1768,"DCA",0,"Thu",22,"N3734B","ontime","On time",20
1530,"MQ",1517,"JFK",213,"1/22/2004",4752,"DCA",0,"Thu",22,"N703MQ","ontime","On time",15
600,"MQ",553,"JFK",213,"1/22/2004",4760,"DCA",0,"Thu",22,"N838MQ","ontime","On time",5
1830,"MQ",1823,"JFK",213,"1/22/2004",4784,"DCA",0,"Thu",22,"N721MQ","ontime","On time",18
700,"MQ",730,"LGA",214,"1/22/2004",4952,"DCA",0,"Thu",22,"N814MQ","ontime","On time",7
800,"MQ",758,"LGA",214,"1/22/2004",4954,"DCA",0,"Thu",22,"N739MQ","ontime","On time",7
900,"MQ",852,"LGA",214,"1/22/2004",4956,"DCA",0,"Thu",22,"N728MQ","ontime","On time",8
1100,"MQ",1056,"LGA",214,"1/22/2004",4960,"DCA",0,"Thu",22,"N723MQ","ontime","On time",10
1300,"MQ",1255,"LGA",214,"1/22/2004",4964,"DCA",0,"Thu",22,"N735MQ","ontime","On time",12
1400,"MQ",1359,"LGA",214,"1/22/2004",4966,"DCA",0,"Thu",22,"N731MQ","ontime","On time",13
1500,"MQ",1459,"LGA",214,"1/22/2004",4968,"DCA",0,"Thu",22,"N701MQ","ontime","On time",14
1600,"MQ",1559,"LGA",214,"1/22/2004",4970,"DCA",0,"Thu",22,"N727MQ","ontime","On time",15
1700,"MQ",1652,"LGA",214,"1/22/2004",4972,"DCA",0,"Thu",22,"N814MQ","ontime","On time",16
1900,"MQ",1854,"LGA",214,"1/22/2004",4976,"DCA",0,"Thu",22,"N739MQ","ontime","On time",18
850,"UA",847,"LGA",229,"1/22/2004",846,"IAD",0,"Thu",22,"N558UA","ontime","On time",8
630,"US",625,"LGA",214,"1/22/2004",1479,"DCA",0,"Thu",22,"N764UW","ontime","On time",6
700,"US",654,"LGA",214,"1/22/2004",2160,"DCA",0,"Thu",22,"N708UW","ontime","On time",6
800,"US",754,"LGA",214,"1/22/2004",2162,"DCA",0,"Thu",22,"N713UW","ontime","On time",7
900,"US",857,"LGA",214,"1/22/2004",2164,"DCA",0,"Thu",22,"N714UW","ontime","On time",8
1000,"US",955,"LGA",214,"1/22/2004",2166,"DCA",0,"Thu",22,"N762UW","ontime","On time",9
1100,"US",1055,"LGA",214,"1/22/2004",2168,"DCA",0,"Thu",22,"N708UW","ontime","On time",10
1200,"US",1153,"LGA",214,"1/22/2004",2170,"DCA",0,"Thu",22,"N713UW","ontime","On time",11
1300,"US",1255,"LGA",214,"1/22/2004",2172,"DCA",0,"Thu",22,"N714UW","ontime","On time",12
1400,"US",1355,"LGA",214,"1/22/2004",2174,"DCA",0,"Thu",22,"N762UW","ontime","On time",13
1500,"US",1456,"LGA",214,"1/22/2004",2176,"DCA",0,"Thu",22,"N708UW","ontime","On time",14
1600,"US",1559,"LGA",214,"1/22/2004",2178,"DCA",0,"Thu",22,"N713UW","ontime","On time",15
1700,"US",1658,"LGA",214,"1/22/2004",2180,"DCA",0,"Thu",22,"N714UW","ontime","On time",16
1800,"US",1759,"LGA",214,"1/22/2004",2182,"DCA",0,"Thu",22,"N762UW","ontime","On time",17
1900,"US",1900,"LGA",214,"1/22/2004",2184,"DCA",0,"Thu",22,"N713UW","ontime","On time",19
2000,"US",2011,"LGA",214,"1/22/2004",2186,"DCA",0,"Thu",22,"N714UW","ontime","On time",20
2100,"US",2139,"LGA",214,"1/22/2004",2188,"DCA",0,"Thu",22,"N762UW","delayed","On time",21
700,"RU",658,"EWR",169,"1/22/2004",2703,"BWI",0,"Thu",22,"N11535","ontime","On time",6
1030,"RU",1030,"EWR",169,"1/22/2004",2303,"BWI",0,"Thu",22,"N13124","ontime","On time",10
1455,"RU",1450,"EWR",169,"1/22/2004",2403,"BWI",0,"Thu",22,"N14991","ontime","On time",14
1720,"RU",1803,"EWR",169,"1/22/2004",3372,"BWI",0,"Thu",22,"N13935","delayed","On time",18
1300,"CO",1258,"EWR",199,"1/22/2004",808,"DCA",0,"Thu",22,"N16607","ontime","On time",12
735,"CO",729,"EWR",199,"1/22/2004",806,"DCA",0,"Thu",22,"N17663","ontime","On time",7
1900,"CO",1855,"EWR",199,"1/22/2004",816,"DCA",0,"Thu",22,"N17644","ontime","On time",18
1730,"CO",1721,"EWR",199,"1/22/2004",814,"DCA",0,"Thu",22,"N27733","delayed","On time",17
840,"DH",831,"EWR",213,"1/22/2004",7299,"IAD",0,"Thu",22,"N634BR","ontime","On time",8
1710,"DH",1706,"EWR",213,"1/22/2004",7302,"IAD",0,"Thu",22,"N627BR","ontime","On time",17
1245,"DH",1249,"EWR",213,"1/22/2004",7303,"IAD",0,"Thu",22,"N627BR","ontime","On time",12
2120,"DH",2116,"EWR",213,"1/22/2004",7304,"IAD",0,"Thu",22,"N703BR","ontime","On time",21
630,"DH",624,"EWR",213,"1/22/2004",7305,"IAD",0,"Thu",22,"N315UE","ontime","On time",6
1430,"DH",1425,"EWR",213,"1/22/2004",7307,"IAD",0,"Thu",22,"N331UE","ontime","On time",14
1359,"RU",1356,"EWR",199,"1/22/2004",2216,"DCA",0,"Thu",22,"N13935","ontime","On time",13
1525,"RU",1522,"EWR",199,"1/22/2004",2261,"DCA",0,"Thu",22,"N14568","ontime","On time",15
1630,"RU",1627,"EWR",199,"1/22/2004",2181,"DCA",0,"Thu",22,"N13969","ontime","On time",16
1300,"RU",1307,"EWR",213,"1/22/2004",2692,"IAD",0,"Thu",22,"N14514","ontime","On time",13
645,"RU",641,"EWR",199,"1/22/2004",2761,"DCA",0,"Thu",22,"N13970","ontime","On time",6
1500,"RU",1451,"EWR",213,"1/22/2004",2156,"IAD",0,"Thu",22,"N34111","ontime","On time",14
1700,"RU",1656,"EWR",213,"1/22/2004",2497,"IAD",0,"Thu",22,"N16918","ontime","On time",16
700,"RU",655,"EWR",213,"1/22/2004",2855,"IAD",0,"Thu",22,"N18102","ontime","On time",6
1900,"RU",1850,"EWR",213,"1/22/2004",2385,"IAD",0,"Thu",22,"N25134","ontime","On time",18
2100,"RU",2052,"EWR",199,"1/22/2004",2879,"DCA",0,"Thu",22,"N14543","ontime","On time",20
900,"RU",854,"EWR",199,"1/22/2004",2582,"DCA",0,"Thu",22,"N14543","ontime","On time",8
1455,"OH",1622,"JFK",184,"1/23/2004",5935,"BWI",0,"Fri",23,"N430CA","delayed","On time",16
1640,"DH",1640,"JFK",213,"1/23/2004",6155,"DCA",0,"Fri",23,"N423FJ","ontime","On time",16
1245,"DH",1239,"LGA",229,"1/23/2004",7208,"IAD",0,"Fri",23,"N653BR","delayed","On time",12
1715,"DH",1715,"LGA",229,"1/23/2004",7215,"IAD",0,"Fri",23,"N705BR","ontime","On time",17
2120,"DH",109,"LGA",229,"1/23/2004",7684,"IAD",0,"Fri",23,"N668BR","delayed","On time",1
640,"DH",634,"LGA",229,"1/23/2004",7790,"IAD",0,"Fri",23,"N626BR","ontime","On time",6
1040,"DH",1048,"LGA",229,"1/23/2004",7792,"IAD",0,"Fri",23,"N693BR","ontime","On time",10
840,"DH",832,"JFK",228,"1/23/2004",7800,"IAD",0,"Fri",23,"N692BR","ontime","On time",8
1240,"DH",1236,"JFK",228,"1/23/2004",7806,"IAD",0,"Fri",23,"N634BR","ontime","On time",12
1455,"DH",1458,"JFK",228,"1/23/2004",7808,"IAD",0,"Fri",23,"N320UE","ontime","On time",14
1645,"DH",1642,"JFK",228,"1/23/2004",7810,"IAD",0,"Fri",23,"N321UE","ontime","On time",16
